id,author,title,image_url,small_image_url,price,books_count,isbn,isbn13,original_publication_year,original_title,language_code,average_rating
528,Robert Jordan,"The Dragon Reborn (Wheel of Time, #3)",https://images.gr-assets.com/books/1480096580m/34897.jpg,https://images.gr-assets.com/books/1480096580s/34897.jpg,624,62,765305119,9780765305110,1991,The Dragon Reborn,eng,4.23
529,"Jonathan Swift, Robert DeMaria Jr.",Gulliver's Travels,https://images.gr-assets.com/books/1427829692m/7733.jpg,https://images.gr-assets.com/books/1427829692s/7733.jpg,1521,1762,141439491,9780141439500,1726,Gulliver’s Travels,eng,3.55
530,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Gail Kern Paster, Robert          Jackson",Much Ado About Nothing,https://images.gr-assets.com/books/1327885569m/12957.jpg,https://images.gr-assets.com/books/1327885569s/12957.jpg,3953,805,743482751,9780743482750,1598,Much Ado About Nothing,eng,4.06
531,"Unknown, Seamus Heaney",Beowulf,https://images.gr-assets.com/books/1327878125m/52357.jpg,https://images.gr-assets.com/books/1327878125s/52357.jpg,888,601,393320979,9780393320980,975,Beowulf,en-US,3.42
532,"Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil",Batman: Year One,https://images.gr-assets.com/books/1327940389m/59980.jpg,https://images.gr-assets.com/books/1327940389s/59980.jpg,2801,74,1401207529,9781401207530,1987,Batman: Year One,eng,4.23
533,Harper Lee,Go Set a Watchman,https://images.gr-assets.com/books/1451442088m/24817626.jpg,https://images.gr-assets.com/books/1451442088s/24817626.jpg,1069,102,62409859,9780062409850,2015,Go Set a Watchman,eng,3.31
534,David Sedaris,When You Are Engulfed in Flames,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1762,47,316143472,9780316143480,2008,When You Are Engulfed in Flames,en-US,4.04
535,Laini Taylor,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",https://images.gr-assets.com/books/1461353773m/8490112.jpg,https://images.gr-assets.com/books/1461353773s/8490112.jpg,321,89,316134023,9780316134030,2011,Daughter of Smoke & Bone,eng,4.04
536,Victoria Aveyard,"Red Queen (Red Queen, #1)",https://images.gr-assets.com/books/1411472322m/17878931.jpg,https://images.gr-assets.com/books/1411472322s/17878931.jpg,2994,84,1409151174,9781409151170,2015,Red Queen,eng,4.08
537,Charles Duhigg,The Power of Habit: Why We Do What We Do in Life and Business,https://images.gr-assets.com/books/1366758683m/12609433.jpg,https://images.gr-assets.com/books/1366758683s/12609433.jpg,3238,92,1400069289,9781400069290,2011,The Power of Habit,eng,4.03
538,John Berendt,Midnight in the Garden of Good and Evil,https://images.gr-assets.com/books/1427166915m/386187.jpg,https://images.gr-assets.com/books/1427166915s/386187.jpg,1629,76,679751521,9780679751530,1994,Midnight in the Garden of Good and Evil,eng,3.9
539,Colleen Hoover,"Hopeless (Hopeless, #1)",https://images.gr-assets.com/books/1353489892m/15717943.jpg,https://images.gr-assets.com/books/1353489892s/15717943.jpg,1902,53,1301949825,9781301949820,2012,Hopeless,eng,4.34
540,"Frances Hodgson Burnett, Nancy Bond",A Little Princess,https://images.gr-assets.com/books/1327868556m/3008.jpg,https://images.gr-assets.com/books/1327868556s/3008.jpg,1174,11,142437018,9780142437020,1905,A Little Princess,eng,4.2
541,Sarah Dessen,The Truth About Forever,https://images.gr-assets.com/books/1362767907m/51737.jpg,https://images.gr-assets.com/books/1362767907s/51737.jpg,3823,45,142406252,9780142406250,2004,The Truth About Forever,en-US,4.13
542,C.S. Lewis,"The Horse and His Boy (Chronicles of Narnia, #5)",https://images.gr-assets.com/books/1388210968m/84119.jpg,https://images.gr-assets.com/books/1388210968s/84119.jpg,1270,280,439861365,9780439861370,1954,The horse and his boy,eng,3.9
543,Richelle Mead,"Last Sacrifice (Vampire Academy, #6)",https://images.gr-assets.com/books/1319850978m/6527740.jpg,https://images.gr-assets.com/books/1319850978s/6527740.jpg,343,63,1595143068,9781595143070,2010,Last Sacrifice,eng,4.42
544,"Laura Ingalls Wilder, Garth Williams","Little House on the Prairie (Little House, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1346,146,64400026,9780064400020,1935,Little House on the Prairie,eng,4.18
545,"Margery Williams Bianco, William   Nicholson",The Velveteen Rabbit,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1936,383,380002558,9780380002560,1922,The Velveteen Rabbit,eng,4.29
546,Robert M. Pirsig,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,https://images.gr-assets.com/books/1410136019m/629.jpg,https://images.gr-assets.com/books/1410136019s/629.jpg,223,181,60589469,9780060589460,1974,Zen and the Art of Motorcycle Maintenance,eng,3.76
547,"H.G. Wells, Arthur C. Clarke",The War of the Worlds,https://images.gr-assets.com/books/1320391644m/8909.jpg,https://images.gr-assets.com/books/1320391644s/8909.jpg,2751,1167,375759239,9780375759240,1897,The War of the Worlds,eng,3.8
548,Sara Shepard,"Pretty Little Liars (Pretty Little Liars, #1)",https://images.gr-assets.com/books/1377830522m/162085.jpg,https://images.gr-assets.com/books/1377830522s/162085.jpg,3366,75,60887303,9780060887310,2006,Pretty Little Liars,en-US,3.9
549,Don Freeman,Corduroy,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,850,58,670241334,9780670241330,1948,Corduroy,en-US,4.28
550,Michael Pollan,The Omnivore's Dilemma: A Natural History of Four Meals,https://images.gr-assets.com/books/1393804353m/3109.jpg,https://images.gr-assets.com/books/1393804353s/3109.jpg,893,54,1594200823,9781594200820,2006,The Omnivore's Dilemma,eng,4.17
551,Kate Atkinson,Life After Life,https://images.gr-assets.com/books/1358173808m/15790842.jpg,https://images.gr-assets.com/books/1358173808s/15790842.jpg,2723,95,316176486,9780316176480,2013,Life After Life,eng,3.74
552,Nicholas Sparks,The Rescue,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,626,93,446696129,9780446696130,2000,The Rescue,en-US,4.1
553,Stephen King,Needful Things,https://images.gr-assets.com/books/1315767817m/107291.jpg,https://images.gr-assets.com/books/1315767817s/107291.jpg,2486,135,045057458X,9780450574580,1991,Needful Things,,3.87
554,Diana Gabaldon,"Voyager (Outlander, #3)",https://images.gr-assets.com/books/1483278195m/10987.jpg,https://images.gr-assets.com/books/1483278195s/10987.jpg,1944,105,385335997,9780385336000,1993,Voyager,eng,4.38
555,"Kenneth Branagh, William Shakespeare","Hamlet: Screenplay, Introduction And Film Diary",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3663,3,393315053,9780393315060,1996,,eng,4.12
556,Stephen King,Cujo,https://images.gr-assets.com/books/1394208144m/10603.jpg,https://images.gr-assets.com/books/1394208144s/10603.jpg,2357,143,307348245,9780307348240,1981,Cujo,spa,3.65
557,Jeffrey Eugenides,The Virgin Suicides,https://images.gr-assets.com/books/1319032910m/10956.jpg,https://images.gr-assets.com/books/1319032910s/10956.jpg,3168,102,747560595,9780747560590,1993,The Virgin Suicides,eng,3.83
558,Charlaine Harris,"Dead to the World (Sookie Stackhouse, #4)",https://images.gr-assets.com/books/1468561630m/140077.jpg,https://images.gr-assets.com/books/1468561630s/140077.jpg,3151,88,441012183,9780441012180,2004,Dead to the World,eng,4.13
559,"Thomas Hardy, Tim Dolin, Margaret R. Higonnet",Tess of the D'Urbervilles,https://images.gr-assets.com/books/1497218117m/32261.jpg,https://images.gr-assets.com/books/1497218117s/32261.jpg,760,918,141439599,9780141439590,1891,Tess of the d'Urbervilles: A Pure Woman Faithfully Presented,eng,3.77
560,"Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall",Madame Bovary,https://images.gr-assets.com/books/1335676143m/2175.jpg,https://images.gr-assets.com/books/1335676143s/2175.jpg,2786,1682,192840398,9780192840390,1856,Madame Bovary,eng,3.64
561,"Norton Juster, Jules Feiffer",The Phantom Tollbooth,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,179,82,394820371,9780394820380,1961,The Phantom Tollbooth,en-US,4.22
562,Brandon Sanderson,"The Way of Kings (The Stormlight Archive, #1)",https://images.gr-assets.com/books/1388184640m/7235533.jpg,https://images.gr-assets.com/books/1388184640s/7235533.jpg,3181,48,765326353,9780765326360,2010,The Way of Kings,eng,4.64
563,Charlaine Harris,"Club Dead (Sookie Stackhouse, #3)",https://images.gr-assets.com/books/1329501590m/140082.jpg,https://images.gr-assets.com/books/1329501590s/140082.jpg,918,90,1841493015,9781841493020,2003,Club Dead,en-GB,4.03
564,Ned Vizzini,It's Kind of a Funny Story,https://images.gr-assets.com/books/1420629730m/248704.jpg,https://images.gr-assets.com/books/1420629730s/248704.jpg,3534,32,078685197X,9780786851970,2006,It's Kind of a Funny Story,en-US,4.14
565,Brandon Sanderson,"The Well of Ascension (Mistborn, #2)",https://images.gr-assets.com/books/1480717596m/68429.jpg,https://images.gr-assets.com/books/1480717596s/68429.jpg,1914,60,765316889,9780765316880,2007,,eng,4.35
566,Jojo Moyes,"After You (Me Before You, #2)",https://images.gr-assets.com/books/1429029729m/25041504.jpg,https://images.gr-assets.com/books/1429029729s/25041504.jpg,3318,94,2701492155,9789009081516,2015,After You,eng,3.7
567,Vanessa Diffenbaugh,The Language of Flowers,https://images.gr-assets.com/books/1333577674m/10032672.jpg,https://images.gr-assets.com/books/1333577674s/10032672.jpg,1058,90,034552554X,9780345525540,2011,The Language of Flowers,eng,4.07
568,"Frank Miller, Klaus Janson, Lynn Varley","Batman: The Dark Knight Returns (The Dark Knight Saga, #1)",https://images.gr-assets.com/books/1327892039m/59960.jpg,https://images.gr-assets.com/books/1327892039s/59960.jpg,568,71,156389341X,9781563893410,1986,Batman: The Dark Knight Returns,eng,4.25
569,James Patterson,"The Angel Experiment (Maximum Ride, #1)",https://images.gr-assets.com/books/1339277875m/13152.jpg,https://images.gr-assets.com/books/1339277875s/13152.jpg,3034,96,446617792,9780446617800,2005,The Angel Experiment,eng,4.08
570,Nick Hornby,High Fidelity,https://images.gr-assets.com/books/1327928082m/285092.jpg,https://images.gr-assets.com/books/1327928082s/285092.jpg,638,136,1573225517,9781573225520,1995,High Fidelity,eng,3.94
571,Nicholas Sparks,The Guardian,https://images.gr-assets.com/books/1388195339m/15925.jpg,https://images.gr-assets.com/books/1388195339s/15925.jpg,1520,88,446696110,9780446696110,2003,The Guardian,en-US,4.14
572,Margaret Atwood,"Oryx and Crake (MaddAddam, #1)",https://images.gr-assets.com/books/1494109986m/46756.jpg,https://images.gr-assets.com/books/1494109986s/46756.jpg,3746,109,385721676,9780385721680,2003,Oryx and Crake,eng,4
573,John Gray,"Men Are from Mars, Women Are from Venus",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1874,202,60574216,9780060574220,1998,"Men Are from Mars, Women Are from Venus Book of Days: 365 Inspirations to Enrich Your Relationships",en-US,3.52
574,Anthony Bourdain,Kitchen Confidential: Adventures in the Culinary Underbelly,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1745,78,60899220,9780060899230,2000,Kitchen Confidential: Adventures in the Culinary Underbelly,eng,4
575,Michael Crichton,Timeline,https://images.gr-assets.com/books/1405420745m/7669.jpg,https://images.gr-assets.com/books/1405420745s/7669.jpg,2258,124,99244721,9780099244720,1999,Timeline,en-US,3.83
576,Voltaire,Candide,https://images.gr-assets.com/books/1345060082m/19380.jpg,https://images.gr-assets.com/books/1345060082s/19380.jpg,1719,1039,486266893,9780486266890,1759,Candide,eng,3.76
577,Natalie Babbitt,Tuck Everlasting,https://images.gr-assets.com/books/1445184695m/84981.jpg,https://images.gr-assets.com/books/1445184695s/84981.jpg,1511,127,374480095,9780374480100,1975,Tuck Everlasting,eng,3.85
578,"Stephen King, Marie Milpois",Christine,https://images.gr-assets.com/books/1327270815m/10629.jpg,https://images.gr-assets.com/books/1327270815s/10629.jpg,3611,156,2253147699,9782253147700,1983,Christine,fre,3.72
579,P.D. Eastman,Are You My Mother?,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1158,44,1713221,9780001713220,1960,Are You My Mother?,eng,4.16
580,E.H. Gombrich,The Story of Art,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1163,102,071483355X,9780714833550,1950,The Story of Art,en-US,3.83
581,Marissa Meyer,"Scarlet (The Lunar Chronicles, #2)",https://images.gr-assets.com/books/1470056982m/13206760.jpg,https://images.gr-assets.com/books/1470056982s/13206760.jpg,2613,64,312642962,9780312642970,2013,Scarlet,eng,4.3
582,Robert T. Kiyosaki,"Rich Dad, Poor Dad",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3069,185,751532711,9780751532720,1997,"Rich Dad , Poor Dad",eng,3.95
583,Becca Fitzpatrick,"Silence (Hush, Hush, #3)",https://images.gr-assets.com/books/1362408152m/10637766.jpg,https://images.gr-assets.com/books/1362408152s/10637766.jpg,1575,65,1442426640,9781442426640,2011,Silence,eng,4.16
584,Lev Grossman,The Magicians (The Magicians #1),https://images.gr-assets.com/books/1313772941m/6101718.jpg,https://images.gr-assets.com/books/1313772941s/6101718.jpg,3646,67,670020559,9780670020550,2009,The Magicians,eng,3.47
585,"Tsugumi Ohba, Takeshi Obata","Death Note, Vol. 1: Boredom (Death Note, #1)",https://images.gr-assets.com/books/1419952134m/13615.jpg,https://images.gr-assets.com/books/1419952134s/13615.jpg,845,44,1421501686,9781421501680,2004,デスノート #1 (Desu Nōto) Taikutsu (退屈),eng,4.42
586,Libba Bray,"A Great and Terrible Beauty (Gemma Doyle, #1)",https://images.gr-assets.com/books/1284558475m/3682.jpg,https://images.gr-assets.com/books/1284558475s/3682.jpg,328,65,689875347,9780689875340,2003,A Great and Terrible Beauty,eng,3.79
587,Jonathan Safran Foer,Everything Is Illuminated,https://images.gr-assets.com/books/1479774440m/256566.jpg,https://images.gr-assets.com/books/1479774440s/256566.jpg,3356,107,60529709,9780060529700,2002,Everything Is Illuminated,eng,3.9
588,Robert Ludlum,"The Bourne Supremacy (Jason Bourne, #2)",https://images.gr-assets.com/books/1335860600m/15769.jpg,https://images.gr-assets.com/books/1335860600s/15769.jpg,3879,101,752863886,9780752863890,1986,The Bourne Supremacy,en-US,4.09
589,Tammara Webber,"Easy (Contours of the Heart, #1)",https://images.gr-assets.com/books/1349370267m/16056408.jpg,https://images.gr-assets.com/books/1349370267s/16056408.jpg,3395,53,425266745,9780425266750,2012,Easy,en-CA,4.11
590,"Charles Dickens, Jeremy Tambling",David Copperfield,https://images.gr-assets.com/books/1461452762m/58696.jpg,https://images.gr-assets.com/books/1461452762s/58696.jpg,2095,1240,140439447,9780140439440,1849,David Copperfield,eng,3.96
591,"Sherman Alexie, Ellen Forney",The Absolutely True Diary of a Part-Time Indian,https://images.gr-assets.com/books/1327908992m/693208.jpg,https://images.gr-assets.com/books/1327908992s/693208.jpg,870,67,316013684,9780316013680,2007,The Absolutely True Diary of a Part-Time Indian,eng,4.11
592,"Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer",The Master and Margarita,https://images.gr-assets.com/books/1327867963m/117833.jpg,https://images.gr-assets.com/books/1327867963s/117833.jpg,1500,586,679760806,9780679760800,1967,Мастер и Маргарита,eng,4.32
593,Ursula K. Le Guin,"A Wizard of Earthsea (Earthsea Cycle, #1)",https://images.gr-assets.com/books/1353424536m/13642.jpg,https://images.gr-assets.com/books/1353424536s/13642.jpg,3045,157,553383043,9780553383040,1968,A Wizard of Earthsea,en-US,3.99
594,"Kate DiCamillo, Chris Sheban",Because of Winn-Dixie,https://images.gr-assets.com/books/1456871914m/357664.jpg,https://images.gr-assets.com/books/1456871914s/357664.jpg,1082,77,763616052,9780763616050,2000,Because of Winn-Dixie,eng,4
595,John Knowles,A Separate Peace,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,718,82,743253973,9780743253970,1959,A Separate Peace,en-US,3.56
596,John Grisham,The Rainmaker,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2169,117,385339607,9780385339600,1995,The Rainmaker,eng,3.91
597,"Miguel de Cervantes Saavedra, Roberto González Echevarría, John Rutherford",Don Quixote,https://images.gr-assets.com/books/1364958765m/3836.jpg,https://images.gr-assets.com/books/1364958765s/3836.jpg,2422,1887,142437239,9780142437230,1605,Don Quijote de La Mancha,eng,3.85
598,Robin Hobb,"Assassin's Apprentice (Farseer Trilogy, #1)",https://images.gr-assets.com/books/1320339497m/45107.jpg,https://images.gr-assets.com/books/1320339497s/45107.jpg,537,108,6480098,9780006480100,1995,Assassin's Apprentice,eng,4.14
599,Douglas Adams,"The Restaurant at the End of the Universe (Hitchhiker's Guide, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,803,162,345418921,9780345418920,1980,The Restaurant at the End of the Universe,eng,4.22
600,Lauren Kate,"Torment (Fallen, #2)",https://images.gr-assets.com/books/1362339749m/7740152.jpg,https://images.gr-assets.com/books/1362339749s/7740152.jpg,3034,82,385739141,9780385739150,2010,Torment,eng,3.89
601,Beatrix Potter,The Tale of Peter Rabbit,https://images.gr-assets.com/books/1485118382m/19321.jpg,https://images.gr-assets.com/books/1485118382s/19321.jpg,428,1,723247706,9780723247710,1901,The Tale of Peter Rabbit,eng,4.17
602,"C.S. Lewis, Pauline Baynes","The Silver Chair (Chronicles of Narnia, #4)",https://images.gr-assets.com/books/1336139237m/65641.jpg,https://images.gr-assets.com/books/1336139237s/65641.jpg,1372,257,64405044,9780064405040,1953,The Silver Chair,eng,3.95
603,Brandon Sanderson,"The Hero of Ages (Mistborn, #3)",https://images.gr-assets.com/books/1480717763m/2767793.jpg,https://images.gr-assets.com/books/1480717763s/2767793.jpg,2083,63,765316897,9780765316900,2008,The Hero of Ages,eng,4.46
604,Susanna Kaysen,"Girl, Interrupted",https://images.gr-assets.com/books/1475482930m/68783.jpg,https://images.gr-assets.com/books/1475482930s/68783.jpg,762,49,679746048,9780679746040,1993,"Girl, Interrupted",eng,3.9
605,Chelsea Handler,"Are You There, Vodka? It's Me, Chelsea",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1375,24,61173398,9780061173390,2007,"Are You There, Vodka? It's Me, Chelsea",,3.85
606,"Richard Bach, Russell Munson",Jonathan Livingston Seagull,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1084,278,743278909,9780743278900,1970,Jonathan Livingston Seagull,en-US,3.8
607,Cassandra Clare,"City of Heavenly Fire (The Mortal Instruments, #6)",https://images.gr-assets.com/books/1460477794m/8755785.jpg,https://images.gr-assets.com/books/1460477794s/8755785.jpg,235,7,1481426303,9781481426300,2014,City of Heavenly Fire,eng,4.48
608,"Robert Munsch, Sheila McGraw",Love You Forever,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,860,54,920668372,9780920668380,1986,Love You Forever,en-GB,4.34
609,Stephen King,Cell,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,95,123,1416524517,9781416524520,2006,Cell,en-US,3.64
610,Daniel James Brown,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,https://images.gr-assets.com/books/1354683116m/16158542.jpg,https://images.gr-assets.com/books/1354683116s/16158542.jpg,1638,33,067002581X,9780670025820,2013,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,eng,4.32
611,"J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith",The Silmarillion (Middle-Earth Universe),https://images.gr-assets.com/books/1336502583m/7332.jpg,https://images.gr-assets.com/books/1336502583s/7332.jpg,809,339,618391118,9780618391110,1977,The Silmarillion,eng,3.87
612,Stephen King,"The Drawing of the Three (The Dark Tower, #2)",https://images.gr-assets.com/books/1370918050m/5094.jpg,https://images.gr-assets.com/books/1370918050s/5094.jpg,2947,164,451210859,9780451210850,1987,The Drawing of the Three,eng,4.23
613,Kate Morton,The Forgotten Garden,https://images.gr-assets.com/books/1455283767m/3407877.jpg,https://images.gr-assets.com/books/1455283767s/3407877.jpg,3546,119,330449605,9780330449600,2008,The Forgotten Garden,en-GB,4.12
614,"Franz Kafka, Edwin Muir, Willa Muir, Max Brod",The Trial,https://images.gr-assets.com/books/1320399438m/17690.jpg,https://images.gr-assets.com/books/1320399438s/17690.jpg,1245,915,99428644,9780099428640,1925,Der Prozeß,eng,3.98
615,Sarah Dessen,This Lullaby,https://images.gr-assets.com/books/1397779294m/22205.jpg,https://images.gr-assets.com/books/1397779294s/22205.jpg,3237,42,142501557,9780142501560,2002,This Lullaby,eng,4.03
616,Jodi Picoult,Plain Truth,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3864,65,743275012,9780743275020,2000,Plain Truth,eng,3.97
617,Piper Kerman,Orange Is the New Black,https://images.gr-assets.com/books/1320520714m/6314763.jpg,https://images.gr-assets.com/books/1320520714s/6314763.jpg,950,69,385523386,9780385523390,2010,Orange Is the New Black: My Year in a Women's Prison,eng,3.7
618,"Arthur Conan Doyle, Anne Perry",The Hound of the Baskervilles,https://images.gr-assets.com/books/1355929358m/8921.jpg,https://images.gr-assets.com/books/1355929358s/8921.jpg,3816,1717,451528018,9780451528020,1902,The Hound of the Baskervilles,eng,4.09
619,Daniel Kahneman,"Thinking, Fast and Slow",https://images.gr-assets.com/books/1317793965m/11468377.jpg,https://images.gr-assets.com/books/1317793965s/11468377.jpg,1601,106,374275637,9780374275630,2011,"Thinking, Fast and Slow",eng,4.08
620,Marion Zimmer Bradley,"The Mists of Avalon (Avalon, #1)",https://images.gr-assets.com/books/1388857089m/402045.jpg,https://images.gr-assets.com/books/1388857089s/402045.jpg,1388,103,345350499,9780345350500,1982,The Mists of Avalon,eng,4.12
621,Judy Blume,"Are You There God? It's Me, Margaret",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2754,75,689841582,9780689841580,1970,"Are You There God? It's Me, Margaret",eng,3.89
622,Nicholas Sparks,Nights in Rodanthe,https://images.gr-assets.com/books/1328145638m/15926.jpg,https://images.gr-assets.com/books/1328145638s/15926.jpg,2572,115,446612707,9780553813950,2002,Nights in Rodanthe,eng,3.82
623,Stephen King,"Mr. Mercedes (Bill Hodges Trilogy, #1)",https://images.gr-assets.com/books/1468705326m/18775247.jpg,https://images.gr-assets.com/books/1468705326s/18775247.jpg,1509,111,1476754454,9781476754450,2014,Mr. Mercedes,eng,3.92
624,Charlaine Harris,"All Together Dead (Sookie Stackhouse, #7)",https://images.gr-assets.com/books/1417964062m/140075.jpg,https://images.gr-assets.com/books/1417964062s/140075.jpg,1360,73,441014941,9780441014940,2007,All Together Dead,eng,4.05
625,Chris Bohjalian,Midwives,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3914,39,375706771,9780375706780,1997,Midwives,en-US,3.97
626,Chris Van Allsburg,The Polar Express,https://images.gr-assets.com/books/1356707942m/420282.jpg,https://images.gr-assets.com/books/1356707942s/420282.jpg,810,57,395389496,9780395389490,1985,The Polar Express,en-US,4.29
627,"Jon Scieszka, Lane Smith",The True Story of the 3 Little Pigs,https://images.gr-assets.com/books/1327884731m/125507.jpg,https://images.gr-assets.com/books/1327884731s/125507.jpg,3059,39,140544518,9780140544510,1989,The True Story of the Three Little Pigs,en-GB,4.29
628,Tom Clancy,"Patriot Games (Jack Ryan Universe, #2)",https://images.gr-assets.com/books/1328007145m/32682.jpg,https://images.gr-assets.com/books/1328007145s/32682.jpg,3780,88,425134350,9780425134350,1987,Patriot Games,eng,4.11
629,"Paulo Coelho, Margaret Jull Costa",Veronika Decides to Die,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,689,229,61124265,9780061124270,1998,Veronika decide morrer,eng,3.69
630,"Sheryl Sandberg, Nell Scovell","Lean In: Women, Work, and the Will to Lead",https://images.gr-assets.com/books/1364250803m/16071764.jpg,https://images.gr-assets.com/books/1364250803s/16071764.jpg,438,66,385349947,9780385349950,2013,"Lean In: Women, Work, and the Will to Lead",eng,3.94
631,Charlaine Harris,"Dead as a Doornail (Sookie Stackhouse, #5)",https://images.gr-assets.com/books/1468562419m/170210.jpg,https://images.gr-assets.com/books/1468562419s/170210.jpg,3706,80,441013333,9780441013330,2005,Dead as a Doornail,eng,4.01
632,Tahereh Mafi,"Shatter Me (Shatter Me, #1)",https://images.gr-assets.com/books/1310649047m/10429045.jpg,https://images.gr-assets.com/books/1310649047s/10429045.jpg,3220,77,62085484,9780062085480,2011,"Shatter Me (Shatter Me, #1)",en-US,4.01
633,Robert A. Heinlein,Starship Troopers,https://images.gr-assets.com/books/1406457252m/17214.jpg,https://images.gr-assets.com/books/1406457252s/17214.jpg,2621,132,441783589,9780441783590,1959,Starship Troopers,en-CA,3.99
634,Sophie Kinsella,I've Got Your Number,https://images.gr-assets.com/books/1327956732m/12033455.jpg,https://images.gr-assets.com/books/1327956732s/12033455.jpg,3568,86,385342063,9780385342060,2011,I've Got Your Number,eng,3.93
